text	intent
Book me a restaurant reservation in Fiji for zero am	BookRestaurant
Book a spot at a taverna for my cousin and I in Burundi	BookRestaurant
Can  book a pizzeria that will serve a cupcake ?	BookRestaurant
book a table for 2 at a highly rated  restaurant  within walking distance of taverna  OK	BookRestaurant
I would like a restaurant reservation for this year for 4 people.	BookRestaurant
I would like to book a food truck for my friend and I 	BookRestaurant
Book reservations for five at Eleven Madison Park  today  within walking distance from Flaxton	BookRestaurant
I need a reservation for three people at a spa  restaurant  in two hundred thirty seven days	BookRestaurant
book a spot for ten at a pub that has umbrian in NV on feb. the fourth	BookRestaurant
Book a table for mamie and maria at a south tyrolean  restaurant  within walking distance from Fisk Av-69th St .	BookRestaurant
book for lobster newberg  this week in Malaysia at a restaurant for four	BookRestaurant
Book a reservation for seven people at a steakhouse in Kenya	BookRestaurant
I want to eat at a pickled cucumber  brasserie  in 12 months	BookRestaurant
Book a restasurant in Pohick  Delaware .	BookRestaurant
book a table at a restaurant  within the same area as The Octagon, Christchurch in Allentown	BookRestaurant
Book Childs Restaurants in Bruno for 1 person on October 6th, 2019 .	BookRestaurant
book a spot for six at Bear Hotel  in 5 seconds 	BookRestaurant
Book a restaurant that serves agnolotti in Colorado City  Idaho .	BookRestaurant
book a spot in town  in the same area as me	BookRestaurant
Find a reservation for a highly rated  steakhouse in China for a party of five at 05:51:52	BookRestaurant
Find a reservation for eight at Rhodes Twenty Four in GU	BookRestaurant
book a restaurant in Clawson , MS for one	BookRestaurant
book a restaurant in North Dakota for my child and I on november seventh, 2037	BookRestaurant
I'd like to get reservations for four at a restaurant that serves apple sauce .	BookRestaurant
I need a reservation for Maid-Rite Sandwich Shop in Home Gardens	BookRestaurant
me and my mummy want to go to an indian  bar  next winter  within the same area of Cortelyou Rd	BookRestaurant
Book a reservation for three at Clinton Street Baking Company & Restaurant	BookRestaurant
Please book a table for 10 at a faraway  top-rated  brasserie in Malaysia on Oct. the thirteenth .	BookRestaurant
I'd like to eat with a party of nine in Snapfinger  PA	BookRestaurant
Book a table for eight people at a bar that has steak sauce in Half Moon  AMerican Samoa right now	BookRestaurant
Book a restaurant on san jacinto day in Anderson for me and my colleagues .	BookRestaurant
book a table for vermicelli at a restaurant	BookRestaurant
Book a restaurant in Palau for two people.	BookRestaurant
I'd like to eat at a tea house with 3 people	BookRestaurant
Book a table for josie, carissa and lindsay at a brasserie which serves trentino .	BookRestaurant
book a highly rated  restaurant in Central African Republic for 5 people on sep. the second	BookRestaurant
I want to book a restaurant  far from the Municipal Borough of Mitcham for 10 people.	BookRestaurant
I need a table for 4 at a place not far from Palau .	BookRestaurant
I want to book a Minnesota  bar	BookRestaurant
I want to book a far  brasserie that serves minestrone in PA for a party of 9 in 15 minutes	BookRestaurant
Book a restaurant .	BookRestaurant
Can you get me reservations for a highly rated  restaurant in Seychelles	BookRestaurant
book sot for 22 minutes from now at a restaurant with parking	BookRestaurant
book a spot for me, reyna and maxine at a taverna on monday	BookRestaurant
book in RI for one in Wabuska	BookRestaurant
book a spot for one	BookRestaurant
Book a reservation for a southern brazilian  restaurant for 10 people within walking distance of Broadway-Lafayette St	BookRestaurant
Book a reservation for 4 people at a restaurant  within the same area as my step daughter's position	BookRestaurant
Find a reservation for a restaurant in Hong Kong for seven people	BookRestaurant
book in Rocky Mound for four  1 hour from now	BookRestaurant
Find a table at a restaurant that serves corn relish in Venezuela	BookRestaurant
I want to book a restaurant in Glenarden  South Dakota for two people.	BookRestaurant
I want to book a restaurant for a year from now in Maine .	BookRestaurant
Book a brasserie place for seven in Lithuania	BookRestaurant
book a table at Top Pot Doughnuts  in 16 hours for 5	BookRestaurant
nancy, elma ruiz and molly want to eat at a restaurant in Gibraltar	BookRestaurant
Can you get me a table at a tavern in Slovakia	BookRestaurant
my niece and I want to visit a food court in Callicoon , Tennessee	BookRestaurant
Book a highly rated  restaurant .	BookRestaurant
I'm looking to book a seat at a bakery that serves coleslaw at 19:44:58 .	BookRestaurant
Book a restaurant  this year for party of 2 	BookRestaurant
I need a reservation for 6 PM. with a party of 10 at Sand Lake	BookRestaurant
I want to book Coney I-Lander for 10 people.	BookRestaurant
I need a reservation for my teens and I  six months from now in Tennessee	BookRestaurant
book a table for seven people at six at the restaurant	BookRestaurant
Lets go and take elsa and I to Westhampton Beach  in 1 hour to the american chinese cuisine at the tea house	BookRestaurant
book a table at an oyster bar that serves apple butter on Jul. 10th, 2028	BookRestaurant
book a table for me and belinda serving minestra in a bar	BookRestaurant
I need fast food for nine  within the same area as Bowers that has a pool  nearby on 4/17/2033	BookRestaurant
Book a table for 2 people at a restaurant with parking	BookRestaurant
Make me a reservation in TN somewhere nearby for a party of 4	BookRestaurant
I'm looking to book a table at a place in Newton Falls , prefereably within the same area that has space for 6	BookRestaurant
I want to book a restaurant  not far from our college .	BookRestaurant
Book a tavern in Colorado for two	BookRestaurant
Book a table for ten people in Eucalyptus Hills .	BookRestaurant
Book a reservation for 2 at Fashion Cafe in Diwali	BookRestaurant
book a table for six in Beech Creek	BookRestaurant
I need to reserve two seats to eat at in Salina , Alabama .	BookRestaurant
book a table for a party of 7	BookRestaurant
Book a reservation for The Training Table on Mar. thirteenth, 2026	BookRestaurant
Reserve a table for one at a top-rated  restaurant  nearby that serves goiano for this month in MD	BookRestaurant
On Jun. the sixteenth, 2032 I'd like to go to Dillard House in Putnam Hall	BookRestaurant
Book a reservation for a restaurant serving burger in Malaysia	BookRestaurant
I need a table at a cafeteria for a party of 6 in AL	BookRestaurant
Book a restaurant reservation for my gf and I  within walking distance of sondra's university	BookRestaurant
I need a reservation for Chapter One in West Odessa for a party of one	BookRestaurant
I want to make a reservation at a sushi  restaurant	BookRestaurant
Anything  close to Smith-9th St that can seat two people about one minute from now ?	BookRestaurant
I need a table for five at Childs Restaurants in Brunei .	BookRestaurant
rebekah taylor and marcie need reservations at The Clink in Senegal .	BookRestaurant
I'm looking to book a reservation in Aruba at a place nearby .	BookRestaurant
Lets go to a bistro in SD	BookRestaurant
book a table in Connecticut in Robinette for one second from now	BookRestaurant
I need a table for 7 people at a bar that specialises in being a protein bar .	BookRestaurant
Book a table for 9 people at a delicatessen for April the twenty-eighth, 2018 .	BookRestaurant
I need to book a restaurant in Sunnybrook for 7	BookRestaurant
I need a reservation for a party of three , maybe a gastropub that sells steak .	BookRestaurant
I need to book a reservation in Searsport at eleven am	BookRestaurant
I need to find a restaurant in PW .	BookRestaurant
Book me an indoor  pub in Jersey	BookRestaurant
I'd like to eat at an oyster bar with a pool	BookRestaurant
Make me a reservation at a popular place that serves udupi at a restaurant	BookRestaurant
book a spot at a highly rated  tea house in manadonese	BookRestaurant
book a spot for 4 at a restaurant in Shambaugh  MD	BookRestaurant
me and robin need reservations for somewhere in Palau	BookRestaurant
I want to book an osteria for 9 in Gabon that serves donuts	BookRestaurant
I have four people needing a restaurant reservation.	BookRestaurant
I need a bakery that serves beef manhattan at midnight for nine	BookRestaurant
Book a restaurant for four on october 9 in Maine	BookRestaurant
I want to bring six of us to a bistro  in town that serves hot chicken sandwich that is within the same area .	BookRestaurant
Please call and reserve seating for march 6 at a diner in Kyrgyzstan	BookRestaurant
I need to book a popular  pastelaria  restaurant in Svalbard and Jan Mayen for a party of eight	BookRestaurant
Book a table for seven in a pub in Iraq which offers gluten free food about 141 days from now .	BookRestaurant
I need to book a restaurant in Fork Mountain , SC for valarie, mari and I	BookRestaurant
Can you get a table at The Triple Door in District Of Columbia for me and deborah vasquez 	BookRestaurant
I need a reservation in 1 second in Atlas with a party of nine	BookRestaurant
I need a reservation, looking for a place with pool at Midnight in a pub .	BookRestaurant
book a popular  food truck in Kentucky	BookRestaurant
I want to find a restaurant that has a table for two at 5 AM	BookRestaurant
Book me a pizzeria that serves oreo for eight	BookRestaurant
I need a reservation for a highly rated  goiano  restaurant in AR	BookRestaurant
book for crepes at a restaurant in Sint Maarten	BookRestaurant
Find a table at a restaurant in Bynum  CA at 09:59 PM	BookRestaurant
book a bar with mediterranean food for three people	BookRestaurant
I'd like a table at the San Francisco Brewing Company in Puerto Rico at noon	BookRestaurant
book a spot at Savoy Hotel and Grill that is neighboring  Wisconsin	BookRestaurant
Book a table at Dillard House in Exell , IA	BookRestaurant
Book a taverna in Wisconsin for 22:54 .	BookRestaurant
Book reservations at a tea house in Lodi with my granddaughter and I	BookRestaurant
I want to book a cafeteria in El Reno that serves javanese	BookRestaurant
book now at a bakery at a spa	BookRestaurant
I need a table somewhere in Culver City  WA	BookRestaurant
I want to book a restaurant in Botswana for four people.	BookRestaurant
I need to book a table at brasserie for 10 that is highly rated in Kentucky	BookRestaurant
book a table for nine PM at a pub in MA	BookRestaurant
Book a restaurant  around  Thompson	BookRestaurant
I need reservations at Khedive Palace that's close  in town .	BookRestaurant
I need a reservation for Blue Ribbon Barbecue  far from NY for a party of 10	BookRestaurant
book a spa in pizzeria on November 24, 2036	BookRestaurant
book a highly rated  bar in Burkina for georgia and I	BookRestaurant
Need a booking for 6 in OK for the city of Boonton	BookRestaurant
Book a popular  joint in Ocean Gate for seven people at elevenses .	BookRestaurant
I would like to book a fry sauce  bar for jul. 3, 2019	BookRestaurant
Book a restaurant in the Dominican Republic  in one minute for a party of eight	BookRestaurant
Book a restaurant in Donnelly	BookRestaurant
book a spot for 3 in MT	BookRestaurant
Book a reservation for a gastropub serving liver and onions	BookRestaurant
I need a table in East Timor for a party of nine at 5 North St	BookRestaurant
Please book me a table for next week at a top-rated  restaurant	BookRestaurant
I want top-rated  veneto cuisine at a restaurant in Antietam for 2 .	BookRestaurant
Book a restaurant for four people in Wylliesburg .	BookRestaurant
book a spot for six at a restaurant that serves fish and chips	BookRestaurant
I'm in Tuolumne City and want fast food for a party of eight 	BookRestaurant
book a table in Sterling Run for two with a pool and food court	BookRestaurant
Book a reservation for Can Fabes  nearby  Namibia	BookRestaurant
On june 27, 2026 I'd like to go to a Delaware  gastropub	BookRestaurant
Need a table for rita, antoinette and I	BookRestaurant
make a reservation for hillary, dina chavez and alexis	BookRestaurant
Book me a table for five at the top-rated  Morocco  restaurant .	BookRestaurant
Find a reservation for three at a top-rated  restaurant	BookRestaurant
Book a restaurant in Satanta that has highly rated  northeastern for 10	BookRestaurant
Book a reservation for City Tavern in Long Bridge	BookRestaurant
Book a table for pearl and verna slated ash wednesday in Gabon .	BookRestaurant
Book a food truck that is highly rated in Honduras	BookRestaurant
Find me a table for 8 somewhee in Hollenberg  in nine weeks 	BookRestaurant
Book a table at Laurie Beechman Theatre for a party of 4 in Utah	BookRestaurant
I would like to book at Clinton Street Baking Company & Restaurant in Brookneal .	BookRestaurant
book a table for me and my step uncle in Malta at a cafeteria	BookRestaurant
I want to eat somewhere that is faraway from Iowa .	BookRestaurant
2 of us want to eat at a restaurant that serves meatballs in VT	BookRestaurant
Book the Space Aliens Grill & Bar in Hord  WY for Feb. the twenty-seventh .	BookRestaurant
book a spot for 3 in Egypt at five	BookRestaurant
Please book a restaurant for party of 1 in Seeley Lake on july the fourteenth, 2022 .	BookRestaurant
I want to book a cafeteria for 4 that has meze	BookRestaurant
need a table for nine in East Prairie  LA	BookRestaurant
book me a restaurant for 4 members at Beaman  Federated States Of Micronesia  in one minute 	BookRestaurant
Need to book a reservtion for a restaurant in Maryland for me and my half sister	BookRestaurant
I'd like to eat at a pho  restaurant in VT	BookRestaurant
I want to make a reservation for one at a sushi  restaurant in Brucetown	BookRestaurant
table for nine at an internet  pub	BookRestaurant
I want to book a bar  neighboring  our apartment .	BookRestaurant
book a table not far in WY at a gastropub with internet for me, jenny and antoinette  in one week	BookRestaurant
book sot for one at restaurant with wifi	BookRestaurant
I need to book a table at The Star Inn that's within walking distance from my place in Ashland	BookRestaurant
I need to book a restaurant for 6 people.	BookRestaurant
Book me a reservation for a bar that serves lobster roll in OR	BookRestaurant
I want to book a restaurant with creamed eggs on toast on Kansas Day  within walking distance of British Indian Ocean Territory	BookRestaurant
I want a table to seat 10 at a close-by to Ottumwa that serves osteria and ranch dressing .	BookRestaurant
I would like to book the best  food court with persian food within the same area as OK for my ex husband and I 	BookRestaurant
Book a table at a bar in Argentina .	BookRestaurant
book a spot for nine at a top-rated  brasserie that has swiss  within the same area of New York	BookRestaurant
book a table this evening in Saint Vincent and the Grenadines at a gastropub	BookRestaurant
book a table in Hallwood for one for supper	BookRestaurant
I want to eat panisses the nearby  cafeteria in Naytahwaush	BookRestaurant
Book a table at a osteria type restaurant in SD	BookRestaurant
Book a table for kristina and teresa  in 1 second .	BookRestaurant
I want to book The Commons Restaurant for five on Dec. the eighth	BookRestaurant
Book the CityZen for six people.	BookRestaurant
Please get me seating at the tavern in Red Lick , Michigan	BookRestaurant
Need to book a table at a fast food restaurant for a party of nine on November seventeenth, 2019	BookRestaurant
I want to eat at a bakery with deidre and rosa in Jersey .	BookRestaurant
Book a restaurant for ten people 1 second from now .	BookRestaurant
Book reservations for ava gonzales, raquel brown and I on Jul. 6, 2040 in Hainesville at a restaurant	BookRestaurant
I need to get seats for me and my ex wife to eat in Egypt .	BookRestaurant
book The Lake House for me and carmella	BookRestaurant
Find a reservation at a brasserie restaurant  nearby  SC for a party of ten	BookRestaurant
antoinette and I want to eat at an oyster bar that serves pizzette in South Duxbury  ME	BookRestaurant
Book a restaurant in Medford Lakes on Sep. 8, 2033 for essie, tonya and I	BookRestaurant
book a restaurant for four in Burundi	BookRestaurant
I'd like a table for my teenager and I at the Washington, D.C. Jewish Community Center	BookRestaurant
Book a table for doris and I in New Tulsa	BookRestaurant
Book a reservation at a restaurant with me, matilda and deana	BookRestaurant
Reserve a place to eat on march fifteenth in China  within the same area .	BookRestaurant
I'd like a table for three at Black Rapids Roadhouse on February 24th, 2039	BookRestaurant
Get me a table at a bar which has a spa .	BookRestaurant
Please make reservations for a bar  close-by in Lake Alfred .	BookRestaurant
I need a reservation for Roscoff Restaurant in Valley Mills	BookRestaurant
I need a table at a brasserie in Belgium	BookRestaurant
I want to book at a pub with parking in Cuba .	BookRestaurant
book a table for 4 at Fish Express	BookRestaurant
I'd like to eat at a top-rated place on nov. the twenty-sixth in the food court , I need reservations for 7 in the city of Kane or somewhere near there.	BookRestaurant
Book me a table for seven in neighboring  France .	BookRestaurant
book in Falkland Islands at Atomic Cafe	BookRestaurant
I want to take four friends to the pub for some tuna casserole	BookRestaurant
I need a reservation in Decaturville for six people.	BookRestaurant
Book me a reservation for eight for the top-rated  bakery  eleven hours from now in Mango	BookRestaurant
book a spot for ten at a restaurant with a spa in U.S. Minor Outlying Islands	BookRestaurant
Book a reservation for seven people at a highly rated  restaurant that serves moroccan food in East Greenville	BookRestaurant
Book the Light Horse Tavern for 4 people.	BookRestaurant
book a table in UT at Kearney for 6	BookRestaurant
book a table at a restaurant in Lucerne Valley that serves chicken nugget	BookRestaurant
me and deanna want to book a restaurant in Malawi	BookRestaurant
Book a food truck that serves tarte for tanisha, lorena and juliana .	BookRestaurant
christie, concepcion and I want to eat trattoria at a brasserie in Johnston  now	BookRestaurant
book in one hour  within walking distance of a restaurant  downtown	BookRestaurant
I need to book a top-rated  steakhouse  this Autumn for 1  around  Azerbaijan	BookRestaurant
book in Romania for christian and susana at David Carpenter House	BookRestaurant
book in Ukraine at a highly rated  restaurant	BookRestaurant
Let me get reservations at a place neighboring  Indonesia on August the nineteenth .	BookRestaurant
I'd like to book a reservation for next Spring for nine people at Shore Club .	BookRestaurant
Book the Chapter One in Bosnia and Herzegovina for patti, hester richardson and camille	BookRestaurant
Book me a restaurant  ten minutes from now	BookRestaurant
I need a reservation for a tea house in Maple Glen for four people	BookRestaurant
I'd like to eat at ten PM. anywhere neighboring to our house	BookRestaurant
Book a table for seven people at a restaurant which has internet .	BookRestaurant
Book a table for 6 at a restaurant in Pershing Square, Manhattan at two am	BookRestaurant
Book a restaurant in Nebraska on january 25, 2034 for me and my mommy .	BookRestaurant
book a restaurant table at the food court in the spa  sixteen hours from now	BookRestaurant
Book me a table for one at Blue Ribbon Barbecue	BookRestaurant
Book a highly rated  food court for 2 people on jul. 4th .	BookRestaurant
Locate a bakery in Rockport , Federated States Of Micronesia that serves olives	BookRestaurant
Book a table for my great grandfather and I at a place in Booker , AK .	BookRestaurant
book a table at Anstruther Fish Bar in FM	BookRestaurant
Please make a reservation at ten at a bakery which serves burrito .	BookRestaurant
Book the Labworth CafÃ© in Ethiopia for six people.	BookRestaurant
I have a party of 7 in East Timor	BookRestaurant
I need a table for 1 minute from now at any pub for five  around  IN that also serves fisn'n chips .	BookRestaurant
book a best  tavern for nine	BookRestaurant
me and aisha and craving cordon bleu and need to book a table at a brasserie .	BookRestaurant
evangeline and petra cooper want to go to a restaurant  in 9 years 	BookRestaurant
Table for one somewhere in Palco	BookRestaurant
I need to book a restaurant at four o'clock for 4	BookRestaurant
Lets go to a steakhouse before we go to the pool	BookRestaurant
Book a table for iris, ina and heidi around 9 pm .	BookRestaurant
I need a reservation in Pitcairn Islands for any restaurant  joint	BookRestaurant
Book something for me and my wife at a restaurant  in four weeks	BookRestaurant
Need a table in Serbia and Montenegro on Apr. 16 for a party of seven	BookRestaurant
Book a steakhouse with a spa for seven people.	BookRestaurant
I need seats for six at a vegan  bar in London Borough of Enfield or the same distant  in one second	BookRestaurant
Book a table at a diner which serves thousand island dressing in Ivory Coast .	BookRestaurant
I need a booking for seven people at Metropolitan Museum of Art .	BookRestaurant
Book a reservation for four at the best  brasserie in Venezuela	BookRestaurant
Book a table for 1 person at a popular  brasserie in Jansen that serves english food	BookRestaurant
I need a reservation for eight for a brasserie that serves spanish rice	BookRestaurant
Book reservations at a restaurant in NE for 4 people on apr. 2, 2021	BookRestaurant
book a gratin serving tea house in Bushkill	BookRestaurant
Book a restaurant that serves bouchÃ©e for midnight .	BookRestaurant
Book a restaurant for 7 people.	BookRestaurant
party of two for a food truck on december 22 that serves chicken french in Bolivia	BookRestaurant
book a spot for marlene, jordan and I on oct. the 6th	BookRestaurant
book a restaurant that serves trottole in Tillicum	BookRestaurant
I'd like to book the best  restaurant in AS .	BookRestaurant
book a spot for 10  in the same area of Inwood - 207th St	BookRestaurant
I need to book a restaurant in Burkettsville  in 2 years for rhoda adams, roxanne and I	BookRestaurant
Need a table at a fast food restaurant for me and my kids in Brusly Landing	BookRestaurant
I need a table for nine in Atlas  in 1 second	BookRestaurant
Book a restaurant  distant from downtown .	BookRestaurant
I want to bring four people to a place that's close to downtown that serves churrascaria cuisine.	BookRestaurant
in Delanson  1 hour from now reserve a table for four	BookRestaurant
Find me a table at a delicatessen in Urbanette that serves rabbit pie	BookRestaurant
Book a restaurant in WI at 13:22:34 for 9 people.	BookRestaurant
Please make reservations for three at a kosher  taverna  nearby  our secondary residence 	BookRestaurant
Book a restaurant in Indiana for me, violet and dianne .	BookRestaurant
book a restaurant  close to Grant Av	BookRestaurant
Book reservation for 2 people tomorrow in Whitewater	BookRestaurant
I need a table for 8 people at a restaurant in District Of Columbia .	BookRestaurant
book a table for ten people	BookRestaurant
Book a restaurant for 9 at 00:37 PM	BookRestaurant
Book a restaurant in Botswana for seven people.	BookRestaurant
Book Georgetown Cupcake in Keller for tea time.	BookRestaurant
Book a restaurant for marcella, erma and leanne rivera .	BookRestaurant
I would like to make a reservation for 2 for brunch .	BookRestaurant
Book a table for me and my crew scheduled for 10:47:15 pm in IL .	BookRestaurant
I'd like to go to the popular  bistro in OH	BookRestaurant
Please book a bar type goiano room accommodate for 2 members 1 second from now in PR	BookRestaurant
I'm looking to get a seat at a brasserie in Togo .	BookRestaurant
Book me a table at a Tartinery Restaurant  not far from my home in Elk Rapids .	BookRestaurant
book a brasserie at Turtle Creek  neighboring on march sixth, 2038 for eight	BookRestaurant
Book a maharashtrian  restaurant please.	BookRestaurant
Book a table for five in Unalaska  this month .	BookRestaurant
My party of 3 would really like to eat baba au rhum at a brasserie , could you help?	BookRestaurant
I want to book a restaurant  now in Ludlow for eight	BookRestaurant
I want to book a pub in MS that serves festoni	BookRestaurant
book a cafe in Romania	BookRestaurant
I want to take my parents and I to eat some romagna at a brasserie in North Dakota	BookRestaurant
Book a table for 1 , 1 second from now in Adelaide	BookRestaurant
in one hundred twenty seven days I'd like to eat at a pizzeria in North Lima	BookRestaurant
Book a brasserie in Cuney for seven people.	BookRestaurant
Book me a table for seven in Co-operative Block Building , ND .	BookRestaurant
I'd like to eat surf and turf  in one minute at a bar	BookRestaurant
I want to take my mom and I to the tea house	BookRestaurant
I want to book a highly rated  pizzeria  in the same area as tia's house	BookRestaurant
I need a table at The Middle East in MN for a party of 6	BookRestaurant
book me a restaurant at Sint Maarten on sun .	BookRestaurant
Book a restaurant in Three Points	BookRestaurant
I want a table for 2 at a Portugal  restaurant	BookRestaurant
I'd like to eat at an internet  restaurant with a party of four	BookRestaurant
I would like to book a bistro for 7	BookRestaurant
I'd like to eat at a restaurant in MD with a party of 8	BookRestaurant
Find a reservation for 2 at a restaurant for pizza	BookRestaurant
I want to book a restaurant in Bosnia and Herzegovina .	BookRestaurant
Need a booking for a party of five at a restaurant in French Polynesia	BookRestaurant
Book reservation at The Big Chill Cafe in AR for 10 people	BookRestaurant
Make me reservations for a highly rated  restaurant .	BookRestaurant
book a restaurant for my baby and I in Delaware	BookRestaurant
Book a table at the top-rated  taverna in North Korea .	BookRestaurant
Book reservations at a restaurant in Jersey for six people next October	BookRestaurant
book a cafe table for one that has internet access	BookRestaurant
I'd like to eat at a restaurant  far from Grantsburg	BookRestaurant
Book a table at a tavern in Albania for annette, darlene and barbara james for ten AM	BookRestaurant
Book a restaurant in Swaziland  in 1 hour .	BookRestaurant
Book me a reservation for an osteria  campanian on Jun. the 7th, 2022	BookRestaurant
Book a reservation for me and my step sister in Nebraska  in two seconds	BookRestaurant
Book the Coon Chicken Inn in Baker City for 4 people.	BookRestaurant
book a restaurant in French Southern Territories on dec. the fifth, 2026 for two	BookRestaurant
Book me a reservation for 10 in Oman	BookRestaurant
Book a restaurant for nine in South Sudan .	BookRestaurant
Book reservations at a restaurant in Iron Springs	BookRestaurant
Please make me reservations somewhere for eight people in Foley , NV	BookRestaurant
table for 5 AM . at Bakerâs Keyboard Lounge	BookRestaurant
I want to eat mezes at the pub for 1 at four PM	BookRestaurant
I'm looking for a table of eight at The Alley .	BookRestaurant
I need a table for five in Viroqua	BookRestaurant
Book a russian  restaurant for 4 people.	BookRestaurant
Book a bakery that serves souvlaki for tomorrow .	BookRestaurant
Find me a table at a javanese  brasserie	BookRestaurant
We want to eat at a brasserie with sicilian food in Nebraska	BookRestaurant
book a table for now for 4 for an oyster bar	BookRestaurant
I need a table for 2 on feb. 18 at Main Deli Steak House	BookRestaurant
I'd like to get 4 seats at a restaurant .	BookRestaurant
Asiate  restaurant in Sturgeon for 7	BookRestaurant
restaurant in Zambia that is close for a party of 10	BookRestaurant
 restaurant that is brasserie for 8 and has wifi	BookRestaurant
I want eat at the best  spanish  restaurant in the Georgia  area that is within walking distance for me and my nephew at noon	BookRestaurant
book rosalie stewart and evelyn at a restaurant	BookRestaurant
book a table for 0 pm in Fayette for rachael morris and shannon  near there	BookRestaurant
I need a table for one	BookRestaurant
book a spot for nona gray, myrtle and alison at a top-rated  brasserie that is distant from Wilson Av on Nov. the 4th, 2030 that serves ouzeri	BookRestaurant
Book the Ballylickey House for 7/16/2027 .	BookRestaurant
book an outdoor place for 11/1/2033  in town  within walking distance of a brasserie for nine	BookRestaurant
I need a reservation for a restaurant that serves cupcakes in OH	BookRestaurant
I'd like a table for 3 at a tavern in the Vatican	BookRestaurant
I want a table for 5  next fall om Curacao	BookRestaurant
book a table at a restaurant for 10/24/2028 for me and lauren	BookRestaurant
need a table at Uncommon Grounds Coffeehouse at eleven for nine	BookRestaurant
I need a reservation for The French Laundry in OH for six	BookRestaurant
I'd like a table for two at a brasserie in SÃ£o TomÃ© and PrÃ­ncipe	BookRestaurant
Reservea  table for five people on september second in Gabon .	BookRestaurant
Book reservations at a nearby  restaurant in Montenegro for four people	BookRestaurant
Book me a reservation for The Brazen Head in Hecker	BookRestaurant
book a molecular gastronomy serving restaurant on march the 20th	BookRestaurant
Book a spot for seven at a japanese  joint in Grandview Heights	BookRestaurant
Book me a tibetan  restaurant for my boss and I .	BookRestaurant
book a bar  close by with a smoking room in MA	BookRestaurant
Can you make reservations for 1 person in IL	BookRestaurant
Book the Dunbrody Country House Hotel in NE for 8 people.	BookRestaurant
Find a table for one at a popular  churrascaria for three weeks from now	BookRestaurant
Make me a reservation at Illinois Central Railroad Freight Depot in Singapore with vickie rodriguez, lila reyes and ruby	BookRestaurant
I'd like a table for natasha, bettye and kimberley at a coffeehouse with a smoking room	BookRestaurant
book tortano serving brasserie for me, isabella and carly in Kuwait	BookRestaurant
Book me a table for 2  in 6 years at a restaurant that serves potÃ©e	BookRestaurant
Make a reservation far away at The Spotted Pig in SD .	BookRestaurant
I want to go to an outdoor  cafe in Pioneer Day	BookRestaurant
I want to book a table for me and my boss at Glassy Junction in Turkey .	BookRestaurant
I need to book a pub in Cammack Village  Wyoming for a party of seven	BookRestaurant
Book something for darlene, tessa and maxine at a restaurant for 09:58:27	BookRestaurant
Make me a reservation at taverna in a smoking room	BookRestaurant
casey and I will be in Kentucky for food	BookRestaurant
book a spot for 1 at a bakery with crab cake  not far from New Jersey	BookRestaurant
Book a table for 7 at a popular  bistro  distant from Kremmling	BookRestaurant
Book a table for 5 at a pub during my Macedonia trip that serves czech food.	BookRestaurant
Book me seating at a popular  joint for Sep. the 10th	BookRestaurant
I'd like a table for six at the bakery in AS	BookRestaurant
Book a restaurant  in town  not far from here for me and my mother in law .	BookRestaurant
I need reservations for a party of 8  within the same area at 01:48:35 at a restaurant in Armenia that serves tuscan cuisine.	BookRestaurant
book some indonesian  food truck food that is not far for a party of 8 in IA	BookRestaurant
Make a reservation at a diner which serves chowder in MT for august the 17th, 2024 .	BookRestaurant
I need a table at Light Horse Tavern in City of the Dalles  NH for kathleen, brianna and I	BookRestaurant
I need seats for five at a place five and a half months from now	BookRestaurant
Book a pub for eight people in the Pitcairn Islands .	BookRestaurant
I need a table for a party of 2 at Co-operative Block Building in Old Glory	BookRestaurant
I want Jean-Georges for a party of 2	BookRestaurant
Reserve me seating midday at Bear Hotel	BookRestaurant
Book a restaurant  near the City of Wakefield for 5 people.	BookRestaurant
Book a table for two in Oklahoma	BookRestaurant
book me a restaurant in Guadeloupe	BookRestaurant
Find me a table for 8 people at a nearby  AL  restaurant  one minute from now .	BookRestaurant
book in West Palm Beach for glenda, lois and tamra at a nearby  restaurant serving puglia	BookRestaurant
I need a table at a restaurant in Ireland serving kouglof	BookRestaurant
Find me a bar in Eagle Pass , Vermont that serves noodle dishes, that will take reservations for 2/21/2021 .	BookRestaurant
Book a table for ida, monica and etta at Cold Spring Tavern in MD	BookRestaurant
Book reservations at a highly rated  bar on 11/23/2031	BookRestaurant
book a stuffed ham serving pizzeria in Independence Corner	BookRestaurant
book a brasserie with parking for 1	BookRestaurant
I want to book a table at a nearby  restaurant in Andorra for me and my kids .	BookRestaurant
I really need a top-rated  restaurant that can seat 3 people in 1 minute from now.	BookRestaurant
Book a churrascaria restaurant that serves spring rolls for one person.	BookRestaurant
Book reservations at a restaurant for me and my ex husband in West Virginia	BookRestaurant
Make me a reservation for a party of 2	BookRestaurant
book a diner for 1 in Green Isle	BookRestaurant
book fast food that is highly rated	BookRestaurant
me and katharine would like to go eat at Jan. 22nd in IA	BookRestaurant
book Main Deli Steak House on february 13 in Serbia and Montenegro	BookRestaurant
I want tables for 6 at a kosher  steakhouse  around  Kosovo	BookRestaurant
I need to book a restaurant that serves sundanese in Bonaire for 7	BookRestaurant
Book a taverna that serves bengali for six at five	BookRestaurant
I'm looking to book a table at a gastropub that serves vegetarian for me and my team	BookRestaurant
Please book me a table at a food court  faraway from Saint Kitts and Nevis .	BookRestaurant
